(5, 8, 1, 0, 3, 0.3819914469250196, 'theta')
(5, 8, 1, 0, 4, 0.3591889294543705, 'theta')
(5, 8, 1, 0, 9, 0.7021716125075975, 'theta')
(5, 8, 1, 0, 20, 0.5551432820290458, 'theta')
(5, 8, 1, 0, 39, 0.2459297544375788, 'theta')
(5, 8, 1, 0, 31, 0.18383799840380913, 'phi')
(5, 8, 1, 0, 34, 0.17952417338542487, 'phi')
(5, 8, 1, 0, 16, 0.18984883959540624, 'rho')
(5, 8, 1, 0, 23, 0.370115090748285, 'rho')
(5, 8, 1, 0, 30, 0.3641741745569272, 'rho')
(5, 8, 1, 0, 33, 0.2824577803683068, 'rho')
(5, 8, 1, 0, 37, 0.3429927188745314, 'rho')
(5, 8, 1, 0, 13, 0.45376729835993335, 'alpha')
(5, 8, 1, 0, 48, 0.39843608791886465, 'alpha')
(5, 8, 1, 0, 6, 0.19660945372027006, 'beta')
(5, 8, 1, 0, 29, 0.8353762351224909, 'beta')
(5, 8, 1, 0, 38, 0.28999849367689334, 'beta')
(5, 8, 1, 0, 47, 0.3738368734839833, 'beta')
(5, 8, 1, 0, 24, 0.6310033019436891, 'mu')
(5, 8, 1, 0, 49, 2.073930750799398, 'mu')
(5, 8, 1, 0, 21, 0.30871205638036653, 'delta')
(5, 8, 1, 0, 22, 0.38958703681113827, 'delta')
(5, 8, 1, 0, 35, 0.5177431671216929, 'delta')
(5, 8, 1, 0, 36, 0.7517435471544575, 'delta')
(5, 8, 1, 0, 44, 0.6048099010908803, 'delta')
(5, 8, 1, 0, 15, 0.3697249355979346, 'gamma')
(5, 8, 1, 0, 19, 0.3714456635206323, 'gamma')
(5, 8, 1, 0, 27, 0.3291180171829786, 'gamma')
(5, 8, 1, 0, 0, 0.37553061032920904, 'chi')
(5, 8, 1, 0, 1, 0.33205687118720467, 'chi')
(5, 8, 1, 0, 2, 0.3228955674829205, 'chi')
(5, 8, 1, 0, 7, 0.16063300205466743, 'chi')
(5, 8, 1, 0, 8, 0.37223800001215285, 'chi')
(5, 8, 1, 0, 10, 0.15533303328329562, 'chi')
(5, 8, 1, 0, 11, 0.25536993221555965, 'chi')
(5, 8, 1, 0, 12, 0.2867237647410062, 'chi')
(5, 8, 1, 0, 14, 0.3018770746810427, 'chi')
(5, 8, 1, 0, 18, 0.3510311945236803, 'chi')
(5, 8, 1, 0, 26, 0.16877968108286376, 'chi')
(5, 8, 1, 0, 28, 0.4624882431236642, 'chi')
(5, 8, 1, 0, 32, 0.15081325729639322, 'chi')
(5, 8, 1, 0, 40, 0.5166327607467956, 'chi')
(5, 8, 1, 0, 41, 0.13318993339990798, 'chi')
(5, 8, 1, 0, 42, 0.5843745247240544, 'chi')
(5, 8, 1, 0, 43, 0.32574272079147876, 'chi')
(5, 8, 1, 0, 45, 0.17264002474684406, 'chi')
(5, 8, 1, 0, 46, 0.3409523245647198, 'chi')
(5, 8, 1, 0, 5, 0.4197236203058596, 'kappa')
(5, 8, 1, 0, 17, 0.3258777486275771, 'kappa')
(5, 8, 1, 0, 25, 0.4393824728999776, 'kappa')
(5, 8, 1, 1, 0, 0.1892237964671369, 'phi')
(5, 8, 1, 1, 23, 0.3802866207958378, 'phi')
(5, 8, 1, 1, 17, 0.33782086255045113, 'theta')
(5, 8, 1, 1, 21, 0.30628396016174864, 'theta')
(5, 8, 1, 1, 26, 0.5140332526996131, 'theta')
(5, 8, 1, 1, 28, 1.1858905339830443, 'theta')
(5, 8, 1, 1, 45, 0.5468514645289767, 'theta')
(5, 8, 1, 1, 8, 0.3898364213508014, 'rho')
(5, 8, 1, 1, 10, 0.27206083742833365, 'rho')
(5, 8, 1, 1, 14, 0.2910935267728207, 'rho')
(5, 8, 1, 1, 37, 0.2988297041249636, 'rho')
(5, 8, 1, 1, 41, 0.19280442979651247, 'rho')
(5, 8, 1, 1, 46, 0.5326591219840754, 'alpha')
(5, 8, 1, 1, 49, 0.5255711784990152, 'alpha')
(5, 8, 1, 1, 5, 0.383670634048449, 'beta')
(5, 8, 1, 1, 18, 1.6196228720903416, 'beta')
(5, 8, 1, 1, 20, 0.2703807950185639, 'beta')
(5, 8, 1, 1, 34, 0.3466528560082363, 'beta')
(5, 8, 1, 1, 7, 0.5872353066326373, 'mu')
(5, 8, 1, 1, 44, 0.49442244399946395, 'mu')
(5, 8, 1, 1, 3, 0.485107756017147, 'delta')
(5, 8, 1, 1, 11, 0.3710761443327843, 'delta')
(5, 8, 1, 1, 24, 0.909406246264865, 'delta')
(5, 8, 1, 1, 42, 0.45325121203919294, 'delta')
(5, 8, 1, 1, 43, 0.46382695278588626, 'delta')
(5, 8, 1, 1, 6, 0.2928697186360941, 'gamma')
(5, 8, 1, 1, 22, 0.40191896704194774, 'gamma')
(5, 8, 1, 1, 29, 0.39151673934264497, 'gamma')
(5, 8, 1, 1, 2, 0.31975433506527406, 'chi')
(5, 8, 1, 1, 4, 0.09272975298987865, 'chi')
(5, 8, 1, 1, 9, 0.21361042872620922, 'chi')
(5, 8, 1, 1, 12, 0.3791165873408851, 'chi')
(5, 8, 1, 1, 13, 0.5885229002225539, 'chi')
(5, 8, 1, 1, 16, 0.5805771944570896, 'chi')
(5, 8, 1, 1, 19, 0.09994561147706402, 'chi')
(5, 8, 1, 1, 27, 0.5549736543915634, 'chi')
(5, 8, 1, 1, 30, 0.2702639051740885, 'chi')
(5, 8, 1, 1, 31, 0.13252052250633573, 'chi')
(5, 8, 1, 1, 32, 0.09817596349556414, 'chi')
(5, 8, 1, 1, 33, 0.5720639328196278, 'chi')
(5, 8, 1, 1, 35, 0.530356289056489, 'chi')
(5, 8, 1, 1, 36, 0.3155334744951404, 'chi')
